Order No,Order Date,Order Priority,Product Container,Ship Mode,Ship Date,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Id_customer,Id_delivery,Id_product
5429-1,30-03-2013,Not Specified,Small Box,Regular Air,31-03-2013,3.89,1.44,8.0,31.12,7.0,2.18,28.94,7.01,35.95,175,4,90
5429-1,08-06-2014,High,Small Box,Express Air,10-06-2014,1.26,1.02,27.0,34.02,0.0,0.0,34.02,0.7,34.720000000000006,142,1,2
5429-1,01-11-2013,Low,Jumbo Drum,Delivery Truck,02-11-2013,6.3,2.46,47.0,296.09999999999997,2.0,5.92,290.17999999999995,0.5,290.67999999999995,761,4,177
5429-1,31-05-2013,Critical,Small Box,Express Air,02-06-2013,10.23,6.04,42.0,429.66,7.0,30.08,399.58000000000004,4.68,404.26000000000005,906,3,121
5429-1,15-05-2014,High,Small Pack,Regular Air,16-05-2014,9.85,4.63,1.0,9.85,10.0,0.98,8.87,4.82,13.69,42,3,314
5429-1,31-05-2013,Not Specified,Wrap Bag,Regular Air,02-06-2013,4.0,1.48,41.0,164.0,7.0,11.48,152.52,1.3,153.82000000000002,46,3,99
5429-1,20-01-2015,Critical,Small Box,Regular Air,21-01-2015,2.61,1.02,8.0,20.88,4.0,0.84,20.04,0.5,20.54,122,3,17
5429-1,25-10-2013,Medium,Wrap Bag,Regular Air,27-10-2013,3.08,1.14,20.0,61.6,6.0,3.7,57.9,0.99,58.89,129,4,86
5430-1,25-02-2014,Medium,Small Box,Regular Air,27-02-2014,7.08,3.33,27.0,191.16,4.0,7.65,183.51,2.35,185.85999999999999,698,4,105
5430-1,04-12-2015,Critical,Wrap Bag,Regular Air,03-12-2015,1.81,0.94,36.0,65.16,1.0,0.65,64.50999999999999,0.75,65.25999999999999,907,1,59
5430-1,25-02-2014,Not Specified,Small Box,Regular Air,27-02-2014,7.08,3.33,44.0,311.52,2.0,6.23,305.28999999999996,2.35,307.64,908,1,105
5430-1,25-02-2014,Critical,Small Box,Regular Air,27-02-2014,7.64,2.75,34.0,259.76,3.0,7.79,251.97,1.39,253.35999999999999,909,1,275
5430-1,04-07-2014,Medium,Small Pack,Express Air,06-07-2014,7.08,3.33,22.0,155.76,7.0,10.9,144.85999999999999,2.35,147.20999999999998,699,1,105
5431-1,07-08-2014,Not Specified,Small Box,Regular Air,09-08-2014,2.88,1.04,20.0,57.599999999999994,7.0,4.03,53.56999999999999,0.99,54.559999999999995,76,1,43
5431-1,02-03-2014,Not Specified,Small Box,Regular Air,03-03-2014,5.74,2.24,10.0,57.400000000000006,6.0,3.44,53.96000000000001,5.01,58.970000000000006,864,3,126
5431-1,08-12-2013,High,Small Box,Express Air,08-12-2013,5.68,3.18,29.0,164.72,10.0,16.47,148.25,3.6,151.85,910,3,53
5432-1,28-02-2014,Not Specified,Medium Box,Regular Air,01-03-2014,2.6,1.51,18.0,46.800000000000004,0.0,0.0,46.800000000000004,2.4,49.2,911,2,20
5432-1,28-02-2014,Not Specified,Small Box,Regular Air,01-03-2014,2.1,1.2,30.0,63.0,3.0,1.89,61.11,0.7,61.81,912,2,15
5432-1,19-11-2014,Not Specified,Small Pack,Regular Air,21-11-2014,90.48,36.19,27.0,2442.96,7.0,171.01,2271.95,19.99,2291.9399999999996,913,2,315
5432-1,28-02-2014,Low,Wrap Bag,Regular Air,01-03-2014,2.1,1.2,33.0,69.3,7.0,4.85,64.45,0.7,65.15,911,1,15
5433-1,25-02-2014,High,Small Box,Regular Air,27-02-2014,7.08,3.33,44.0,311.52,3.0,9.35,302.16999999999996,2.35,304.52,914,3,105
5433-1,25-02-2014,Low,Small Box,Regular Air,27-02-2014,10.89,6.43,8.0,87.12,1.0,0.87,86.25,4.5,90.75,698,4,200
5433-1,19-05-2013,Not Specified,Small Box,Express Air,20-05-2013,3.08,1.14,36.0,110.88,10.0,11.09,99.78999999999999,0.99,100.77999999999999,881,3,86
5433-1,25-02-2014,High,Wrap Bag,Regular Air,27-02-2014,7.08,3.33,23.0,162.84,8.0,13.03,149.81,2.35,152.16,720,1,105
5433-1,23-01-2014,High,Large Box,Regular Air,25-01-2014,2.88,1.04,5.0,14.399999999999999,2.0,0.29,14.11,0.99,15.1,915,4,45
5433-1,25-02-2014,Medium,Wrap Bag,Regular Air,27-02-2014,7.08,3.33,38.0,269.04,3.0,8.07,260.97,2.35,263.32000000000005,916,4,105
5434-1,23-02-2013,High,Wrap Bag,Regular Air,23-02-2013,29.74,20.82,50.0,1487.0,0.0,0.0,1487.0,6.64,1493.64,57,4,197
5434-1,09-06-2013,High,Small Box,Regular Air,09-06-2013,35.44,13.47,28.0,992.3199999999999,10.0,99.23,893.0899999999999,4.92,898.0099999999999,305,3,100
5434-1,06-03-2014,Not Specified,Small Box,Regular Air,07-03-2014,10.89,6.43,38.0,413.82000000000005,9.0,37.24,376.58000000000004,4.5,381.08000000000004,917,1,200
5434-1,01-05-2013,Low,Wrap Bag,Regular Air,02-05-2013,3.69,1.4,40.0,147.6,4.0,5.9,141.7,0.5,142.2,350,1,12
5435-1,16-10-2014,High,Small Pack,Regular Air,18-10-2014,2.61,1.02,32.0,83.52,8.0,6.68,76.84,0.5,77.34,918,3,40
5435-1,25-07-2015,Medium,Small Box,Regular Air,27-07-2015,4.49,1.75,13.0,58.370000000000005,4.0,2.33,56.040000000000006,1.49,57.53000000000001,919,4,225
5435-1,25-02-2014,Low,Small Box,Regular Air,27-02-2014,1.6,0.67,32.0,51.2,10.0,5.12,46.080000000000005,1.29,47.370000000000005,920,3,131
5436-1,04-07-2014,Medium,Jumbo Drum,Delivery Truck,06-07-2014,5.68,2.16,5.0,28.4,1.0,0.28,28.119999999999997,1.39,29.509999999999998,885,3,54
5436-1,11-03-2014,Critical,Wrap Bag,Regular Air,12-03-2014,83.93,31.89,22.0,1846.46,9.0,166.18,1680.28,19.99,1700.27,149,3,316
5436-1,13-01-2014,High,Small Box,Regular Air,18-01-2014,83.93,31.89,40.0,3357.2000000000003,3.0,100.72,3256.4800000000005,19.99,3276.4700000000003,429,1,316
5438-1,07-08-2014,Critical,Small Box,Regular Air,09-08-2014,1.48,0.55,32.0,47.36,6.0,2.84,44.519999999999996,0.7,45.22,921,1,168
5438-1,25-03-2015,Low,Small Box,Regular Air,27-03-2015,5.68,3.18,1.0,5.68,6.0,0.34,5.34,3.6,8.94,403,2,53
5438-1,12-03-2014,High,Wrap Bag,Regular Air,13-03-2014,35.94,14.38,2.0,71.88,4.0,2.88,69.0,6.66,75.66,922,3,37
5438-1,16-12-2013,Medium,Small Box,Regular Air,19-12-2013,2.88,1.04,34.0,97.92,5.0,4.9,93.02,0.99,94.00999999999999,60,2,43
5438-1,04-04-2014,Not Specified,Small Box,Regular Air,05-04-2014,6.3,2.46,8.0,50.4,1.0,0.5,49.9,0.5,50.4,140,1,104
5439-1,05-07-2013,Low,Jumbo Drum,Delivery Truck,07-07-2013,7.08,3.33,34.0,240.72,2.0,4.81,235.91,2.35,238.26,496,2,102
5439-1,05-07-2013,Not Specified,Wrap Bag,Regular Air,07-07-2013,7.08,3.33,11.0,77.88,1.0,0.78,77.1,2.35,79.44999999999999,299,3,105
5439-1,13-03-2014,Not Specified,Small Box,Regular Air,13-03-2014,7.08,3.33,38.0,269.04,4.0,10.76,258.28000000000003,2.35,260.63000000000005,868,3,105
5439-1,13-03-2014,Not Specified,Small Box,Regular Air,13-03-2014,7.08,3.33,27.0,191.16,3.0,5.73,185.43,2.35,187.78,868,3,105
5439-1,13-03-2014,Medium,Wrap Bag,Regular Air,13-03-2014,7.08,3.33,31.0,219.48,4.0,8.78,210.7,2.35,213.04999999999998,766,2,105
5439-1,04-01-2014,Critical,Small Box,Regular Air,06-01-2014,120.97,45.97,39.0,4717.83,0.0,0.0,4717.83,26.3,4744.13,505,2,155
5439-1,13-03-2014,High,Small Box,Regular Air,13-03-2014,7.08,3.33,5.0,35.4,3.0,1.06,34.339999999999996,2.35,36.69,868,4,102
5440-1,18-09-2014,Low,Wrap Bag,Regular Air,20-09-2014,10.89,6.43,48.0,522.72,7.0,36.59,486.13,4.5,490.63,923,1,80
5440-1,09-08-2013,Not Specified,Small Pack,Express Air,16-08-2013,22.38,8.5,7.0,156.66,5.0,7.83,148.82999999999998,15.1,163.92999999999998,392,4,64
5440-1,21-07-2013,Not Specified,Wrap Bag,Regular Air,23-07-2013,35.44,13.47,42.0,1488.48,5.0,74.42,1414.06,4.92,1418.98,425,2,100
5440-1,10-08-2013,Critical,Small Box,Regular Air,12-08-2013,8.6,3.27,19.0,163.4,0.0,0.0,163.4,6.19,169.59,798,1,317
5442-1,04-07-2014,Low,Wrap Bag,Express Air,05-07-2014,3.57,2.11,33.0,117.80999999999999,7.0,8.25,109.55999999999999,4.17,113.72999999999999,924,1,193
5443-1,18-11-2013,Medium,Small Box,Regular Air,20-11-2013,5.74,2.24,10.0,57.400000000000006,9.0,5.17,52.230000000000004,5.01,57.24,172,1,126
5443-1,28-08-2014,Not Specified,Wrap Bag,Regular Air,29-08-2014,2.88,1.04,1.0,2.88,10.0,0.29,2.59,0.99,3.58,925,2,43
5443-1,13-09-2014,Medium,Wrap Bag,Regular Air,21-09-2014,2.08,1.14,46.0,95.68,5.0,4.78,90.9,2.56,93.46000000000001,926,4,216
5443-1,03-08-2013,High,Small Box,Regular Air,03-08-2013,19.98,13.59,15.0,299.7,4.0,11.99,287.71,4.0,291.71,78,2,69
5443-1,29-03-2014,Not Specified,Small Box,Regular Air,30-03-2014,9.31,5.21,27.0,251.37,3.0,7.54,243.83,3.98,247.81,927,3,276
5444-1,25-06-2015,High,Wrap Bag,Regular Air,26-06-2015,1.88,0.7,1.0,1.88,2.0,0.04,1.8399999999999999,1.49,3.33,928,1,65
5444-1,17-03-2014,High,Wrap Bag,Regular Air,18-03-2014,20.98,13.85,12.0,251.76,2.0,5.04,246.72,5.42,252.14,929,1,318
5444-1,13-03-2014,High,Wrap Bag,Regular Air,12-03-2014,29.74,20.82,46.0,1368.04,5.0,68.4,1299.6399999999999,6.64,1306.28,471,2,197
5444-1,26-06-2013,Low,Small Box,Express Air,27-06-2013,2.98,1.16,26.0,77.48,3.0,2.32,75.16000000000001,1.58,76.74000000000001,261,4,154
5445-1,17-03-2014,Not Specified,Small Box,Regular Air,18-03-2014,100.98,40.39,1.0,100.98,8.0,8.08,92.9,7.18,100.08000000000001,874,4,30
5445-1,14-02-2014,Critical,Small Box,Regular Air,16-02-2014,6.3,2.46,43.0,270.9,3.0,8.13,262.77,0.5,263.27,34,4,104
5445-1,08-06-2014,Critical,Small Box,Regular Air,10-06-2014,20.99,12.17,17.0,356.83,5.0,17.84,338.99,4.81,343.8,9,2,21
5445-1,15-02-2014,Not Specified,Small Box,Regular Air,20-02-2014,3.58,1.29,10.0,35.8,6.0,2.15,33.65,1.63,35.28,127,4,79
5445-1,05-06-2013,Medium,Small Box,Regular Air,05-06-2013,2.6,1.51,9.0,23.400000000000002,10.0,2.34,21.060000000000002,2.4,23.46,208,4,20
5445-1,10-12-2014,Low,Wrap Bag,Regular Air,11-12-2014,1.88,0.7,47.0,88.36,7.0,6.19,82.17,1.49,83.66,651,1,65
5446-1,02-03-2014,Low,Wrap Bag,Regular Air,03-03-2014,3.58,1.32,38.0,136.04,6.0,8.16,127.88,5.47,133.35,930,3,96
5446-1,25-09-2015,Not Specified,Wrap Bag,Regular Air,27-09-2015,29.74,20.82,27.0,802.9799999999999,0.0,0.0,802.9799999999999,6.64,809.6199999999999,931,3,191
5446-1,08-05-2014,High,Small Box,Regular Air,12-05-2014,3.58,1.32,3.0,10.74,0.0,0.0,10.74,5.47,16.21,486,1,96
5447-1,27-12-2014,Not Specified,Small Box,Regular Air,29-12-2014,12.98,7.79,41.0,532.1800000000001,10.0,53.22,478.96000000000004,3.14,482.1,150,2,47
5448-1,04-04-2014,Not Specified,Wrap Bag,Regular Air,05-04-2014,6.3,2.46,17.0,107.1,9.0,9.64,97.46,0.5,97.96,140,3,104
5449-1,28-03-2014,Not Specified,Small Box,Regular Air,28-03-2014,19.98,13.59,37.0,739.26,3.0,22.18,717.08,4.0,721.08,932,4,69
5449-1,23-03-2013,Not Specified,Small Box,Regular Air,26-03-2013,3.58,1.32,24.0,85.92,10.0,8.59,77.33,5.47,82.8,307,1,96
5449-1,24-02-2014,Low,Wrap Bag,Regular Air,26-02-2014,1.88,0.94,37.0,69.56,4.0,2.78,66.78,0.79,67.57000000000001,933,1,18
5449-1,28-03-2014,High,Small Box,Regular Air,28-03-2014,16.98,5.94,18.0,305.64,10.0,30.56,275.08,12.39,287.46999999999997,818,4,162
5450-1,03-09-2013,Low,Small Box,Regular Air,05-09-2013,5.18,1.86,10.0,51.8,10.0,5.18,46.62,2.04,48.66,409,1,46
5450-1,29-03-2014,Critical,Wrap Bag,Regular Air,30-03-2014,7.3,2.77,8.0,58.4,10.0,5.84,52.56,7.72,60.28,927,4,22
5450-1,04-04-2014,Critical,Small Box,Regular Air,05-04-2014,7.28,2.69,8.0,58.24,0.0,0.0,58.24,11.15,69.39,729,1,208
5450-1,21-09-2014,Medium,Small Box,Regular Air,22-09-2014,2.61,1.02,3.0,7.83,0.0,0.0,7.83,0.5,8.33,304,2,17
5450-1,19-03-2014,Critical,Wrap Bag,Regular Air,21-03-2014,3.58,1.32,8.0,28.64,4.0,1.15,27.490000000000002,5.47,32.96,934,2,96
5450-2,05-07-2013,Critical,Small Box,Regular Air,07-07-2013,4.26,1.87,46.0,195.95999999999998,9.0,17.64,178.32,1.2,179.51999999999998,935,2,10
5451-1,31-03-2014,Critical,Small Box,Regular Air,31-03-2014,36.55,14.99,33.0,1206.1499999999999,5.0,60.31,1145.84,13.89,1159.73,578,1,101
5451-1,31-03-2014,Not Specified,Small Box,Express Air,31-03-2014,9.11,4.74,21.0,191.31,0.0,0.0,191.31,2.25,193.56,936,3,188
5451-1,31-03-2014,Not Specified,Wrap Bag,Regular Air,31-03-2014,36.55,14.99,15.0,548.25,0.0,0.0,548.25,13.89,562.14,937,3,27
5452-1,05-06-2013,Low,Small Box,Regular Air,05-06-2013,12.98,7.79,34.0,441.32,3.0,13.24,428.08,3.14,431.21999999999997,740,3,47
5453-1,01-04-2014,Medium,Small Box,Regular Air,02-04-2014,40.97,24.17,22.0,901.3399999999999,2.0,18.03,883.31,8.99,892.3,465,2,133
5453-1,17-10-2014,Not Specified,Small Pack,Express Air,19-10-2014,1.6,0.67,33.0,52.800000000000004,7.0,3.7,49.1,1.29,50.39,598,2,131
5453-1,15-07-2014,Low,Wrap Bag,Regular Air,15-07-2014,5.68,3.18,21.0,119.28,0.0,0.0,119.28,3.6,122.88,938,4,53
5454-1,30-03-2013,Not Specified,Small Box,Regular Air,31-03-2013,12.98,7.79,22.0,285.56,9.0,25.7,259.86,3.14,263.0,448,4,34
5455-1,14-01-2015,Low,Jumbo Drum,Delivery Truck,15-01-2015,20.99,12.17,50.0,1049.5,8.0,83.96,965.54,4.81,970.3499999999999,706,3,87
5455-1,02-03-2015,High,Small Pack,Regular Air,04-03-2015,2.88,1.04,37.0,106.56,9.0,9.59,96.97,0.99,97.96,939,1,39
5456-1,16-02-2013,Low,Wrap Bag,Regular Air,22-02-2013,136.98,80.82,40.0,5479.2,1.0,54.79,5424.41,24.49,5448.9,36,1,201
5456-1,04-04-2014,Low,Wrap Bag,Regular Air,05-04-2014,3.57,2.11,4.0,14.28,9.0,1.29,12.989999999999998,4.17,17.159999999999997,940,1,193
5456-1,28-12-2015,High,Small Box,Regular Air,04-01-2016,3.89,1.44,23.0,89.47,2.0,1.79,87.67999999999999,7.01,94.69,941,3,90
5456-1,17-08-2013,Not Specified,Large Box,Regular Air,17-08-2013,7.3,2.77,44.0,321.2,9.0,28.91,292.28999999999996,7.72,300.01,41,1,319
5456-1,07-03-2013,Low,Small Box,Express Air,10-03-2013,2.61,1.02,17.0,44.37,4.0,1.77,42.599999999999994,0.5,43.099999999999994,348,1,17
5457-1,23-11-2013,High,Wrap Bag,Regular Air,24-11-2013,8.12,6.25,12.0,97.44,10.0,9.74,87.7,2.83,90.53,942,4,115
5457-1,03-04-2014,Critical,Wrap Bag,Regular Air,05-04-2014,3.78,1.47,9.0,34.019999999999996,8.0,2.72,31.299999999999997,0.71,32.01,943,3,82
5457-1,29-06-2015,Not Specified,Wrap Bag,Regular Air,03-07-2015,3.58,1.32,18.0,64.44,4.0,2.58,61.86,5.47,67.33,944,2,96
5457-1,03-04-2014,High,Wrap Bag,Express Air,02-04-2014,3.49,1.36,16.0,55.84,10.0,5.58,50.260000000000005,0.76,51.02,945,3,114
5457-1,03-04-2014,Not Specified,Small Box,Regular Air,02-04-2014,6.08,2.13,27.0,164.16,3.0,4.92,159.24,1.82,161.06,325,1,248
5457-1,04-04-2014,High,Small Box,Regular Air,05-04-2014,6.08,2.13,50.0,304.0,10.0,30.4,273.6,1.82,275.42,115,2,248
5457-1,11-08-2014,Medium,Small Box,Express Air,12-08-2014,2.6,1.51,26.0,67.60000000000001,3.0,2.03,65.57000000000001,2.4,67.97000000000001,946,3,67
5457-1,06-09-2015,High,Jumbo Drum,Delivery Truck,07-09-2015,22.38,8.5,25.0,559.5,2.0,11.19,548.31,15.1,563.41,160,1,157
5457-1,06-12-2015,High,Small Box,Express Air,07-12-2015,3.58,1.29,16.0,57.28,10.0,5.73,51.55,1.63,53.18,947,1,79
5458-1,01-10-2014,Not Specified,Wrap Bag,Regular Air,02-10-2014,11.97,7.18,39.0,466.83000000000004,10.0,46.68,420.15000000000003,5.81,425.96000000000004,503,3,26
5458-1,25-06-2015,Medium,Small Box,Regular Air,27-06-2015,500.97,185.36,27.0,13526.19,6.0,811.57,12714.62,69.3,12783.92,948,2,130
5458-1,24-02-2014,Medium,Small Box,Regular Air,26-02-2014,2.88,1.04,13.0,37.44,10.0,3.74,33.699999999999996,0.99,34.69,949,3,43
5458-1,27-07-2013,Critical,Small Pack,Regular Air,29-07-2013,1.6,0.67,49.0,78.4,2.0,1.57,76.83000000000001,1.29,78.12000000000002,140,1,320
5459-1,13-02-2014,Medium,Small Box,Regular Air,15-12-2014,3.58,1.32,1.0,3.58,2.0,0.07,3.5100000000000002,5.47,8.98,452,2,96
5459-1,18-02-2015,Not Specified,Wrap Bag,Regular Air,19-02-2015,136.98,80.82,34.0,4657.32,0.0,0.0,4657.32,24.49,4681.8099999999995,672,2,201
5459-1,07-07-2014,Low,Wrap Bag,Express Air,08-07-2014,3.69,1.4,21.0,77.49,0.0,0.0,77.49,0.5,77.99,950,4,321
5459-1,07-08-2014,Low,Small Box,Regular Air,09-08-2014,4.91,1.77,13.0,63.83,9.0,5.74,58.089999999999996,0.5,58.589999999999996,951,2,195
5459-1,19-05-2013,Not Specified,Small Box,Regular Air,20-05-2013,5.98,2.33,33.0,197.34,8.0,15.79,181.55,1.49,183.04000000000002,314,4,73
5459-1,20-08-2013,Critical,Wrap Bag,Regular Air,22-08-2013,3.08,1.14,3.0,9.24,9.0,0.83,8.41,0.99,9.4,646,3,86
5459-1,18-05-2015,Medium,Jumbo Drum,Delivery Truck,25-05-2015,3.69,1.44,5.0,18.45,1.0,0.18,18.27,2.5,20.77,952,3,190
5459-1,18-02-2013,Medium,Small Box,Regular Air,20-02-2013,4.91,1.77,24.0,117.84,8.0,9.43,108.41,0.5,108.91,953,1,211
5460-1,27-12-2013,Critical,Small Box,Express Air,29-12-2013,19.98,13.59,43.0,859.14,3.0,25.77,833.37,4.0,837.37,896,1,69
5460-1,06-04-2014,Medium,Small Box,Regular Air,11-04-2014,3.38,1.62,10.0,33.8,5.0,1.69,32.11,0.85,32.96,954,3,112
5460-1,07-04-2014,Low,Small Box,Regular Air,09-04-2014,599.99,222.0,38.0,22799.62,1.0,228.0,22571.62,24.49,22596.11,955,4,244
5460-1,04-10-2013,Low,Small Box,Regular Air,05-10-2013,19.98,13.59,44.0,879.12,1.0,8.79,870.33,4.0,874.33,956,3,69
5460-1,01-11-2015,Critical,Small Pack,Regular Air,03-11-2015,1.48,0.55,6.0,8.879999999999999,2.0,0.18,8.7,0.7,9.399999999999999,957,4,168
5460-1,18-07-2014,High,Small Box,Regular Air,25-07-2014,11.97,7.18,47.0,562.59,0.0,0.0,562.59,5.81,568.4,958,4,233
5461-1,29-05-2013,High,Small Box,Regular Air,29-05-2013,3.85,1.69,23.0,88.55,1.0,0.89,87.66,0.7,88.36,959,2,116
5462-1,24-01-2014,Not Specified,Small Box,Regular Air,26-01-2014,19.98,13.59,8.0,159.84,0.0,0.0,159.84,4.0,163.84,802,1,69
5463-1,05-12-2013,High,Small Box,Regular Air,07-12-2013,19.98,13.59,21.0,419.58,9.0,37.76,381.82,4.0,385.82,960,4,69
5465-1,04-01-2014,Low,Small Box,Express Air,05-01-2014,19.84,8.73,42.0,833.28,1.0,8.33,824.9499999999999,4.1,829.05,122,2,149
5465-1,23-02-2014,High,Small Box,Regular Air,25-02-2014,3.38,1.62,13.0,43.94,3.0,1.32,42.62,0.85,43.47,153,4,322
5465-1,23-04-2015,High,Small Box,Regular Air,23-04-2015,20.99,12.17,41.0,860.5899999999999,7.0,60.24,800.3499999999999,4.81,805.1599999999999,675,3,21
5466-1,23-10-2014,Not Specified,Small Box,Regular Air,26-10-2014,10.89,6.43,24.0,261.36,4.0,10.45,250.91000000000003,4.5,255.41000000000003,129,2,80
5467-1,06-03-2016,Medium,Small Box,Regular Air,07-03-2016,5.74,2.24,19.0,109.06,0.0,0.0,109.06,5.01,114.07000000000001,961,4,126
5467-1,31-10-2015,Low,Wrap Bag,Regular Air,31-10-2015,2.61,1.02,48.0,125.28,7.0,8.77,116.51,0.5,117.01,962,4,17
5467-1,11-04-2014,Not Specified,Small Box,Express Air,12-04-2014,2.6,1.51,46.0,119.60000000000001,1.0,1.2,118.4,2.4,120.80000000000001,963,2,67
5467-2,27-07-2013,Medium,Small Pack,Regular Air,29-07-2013,4.0,1.48,8.0,32.0,3.0,0.96,31.04,1.3,32.339999999999996,420,3,99
5468-1,23-09-2013,Low,Large Box,Regular Air,22-09-2013,1.88,0.94,25.0,47.0,7.0,3.29,43.71,0.79,44.5,964,4,323
5469-1,19-03-2014,High,Small Box,Regular Air,21-03-2014,30.98,24.47,42.0,1301.16,10.0,130.12,1171.04,6.5,1177.54,965,2,183
5469-1,24-07-2014,Critical,Small Box,Regular Air,26-07-2014,3.58,1.32,19.0,68.02,0.0,0.0,68.02,5.47,73.49,966,1,96
5469-1,25-02-2014,Medium,Small Box,Regular Air,26-02-2014,6.3,2.46,34.0,214.2,7.0,14.99,199.20999999999998,0.5,199.70999999999998,967,2,104
5469-1,15-06-2013,Medium,Small Box,Express Air,16-06-2013,1.26,1.02,27.0,34.02,10.0,3.4,30.620000000000005,0.7,31.320000000000004,857,4,2
5469-1,30-11-2014,High,Wrap Bag,Regular Air,02-12-2014,1.26,1.02,41.0,51.660000000000004,2.0,1.03,50.63,0.7,51.330000000000005,13,4,2
5470-1,17-09-2014,Critical,Wrap Bag,Express Air,18-09-2014,7.28,2.69,35.0,254.8,9.0,22.93,231.87,11.15,243.02,27,1,6
5470-1,17-04-2014,Critical,Small Box,Regular Air,18-04-2014,7.28,2.69,9.0,65.52,9.0,5.9,59.62,11.15,70.77,968,1,6
5470-1,14-08-2015,High,Small Pack,Regular Air,23-08-2015,3.58,1.32,11.0,39.38,3.0,1.18,38.2,5.47,43.67,405,1,96
5470-1,09-08-2013,Medium,Small Box,Regular Air,16-08-2013,165.2,97.47,21.0,3469.2,2.0,69.38,3399.8199999999997,19.99,3419.8099999999995,392,1,119
5470-1,15-02-2014,High,Wrap Bag,Express Air,16-02-2014,3.58,1.32,28.0,100.24000000000001,4.0,4.01,96.23,5.47,101.7,314,4,96
5470-1,22-09-2014,Medium,Wrap Bag,Express Air,29-09-2014,7.28,2.69,6.0,43.68,1.0,0.44,43.24,11.15,54.39,969,3,6
5470-1,23-03-2013,High,Small Box,Regular Air,26-03-2013,6.68,3.21,7.0,46.76,9.0,4.21,42.55,1.5,44.05,174,1,113
5470-1,23-08-2015,Low,Wrap Bag,Regular Air,30-08-2015,7.28,2.69,42.0,305.76,8.0,24.46,281.3,11.15,292.45,970,4,6
5470-1,25-02-2014,Medium,Small Box,Express Air,26-02-2014,5.98,2.33,22.0,131.56,1.0,1.32,130.24,1.49,131.73000000000002,971,4,73
5470-1,17-04-2014,Low,Small Box,Regular Air,19-04-2014,7.28,2.69,6.0,43.68,10.0,4.37,39.31,11.15,50.46,972,2,6
5471-1,25-02-2014,Low,Small Box,Regular Air,26-02-2014,5.98,2.33,49.0,293.02000000000004,3.0,8.79,284.23,1.49,285.72,973,2,220
5471-1,28-03-2014,Not Specified,Wrap Bag,Regular Air,28-03-2014,10.23,6.04,49.0,501.27000000000004,7.0,35.09,466.18000000000006,4.68,470.86000000000007,974,2,121
5471-1,15-01-2014,Medium,Small Pack,Regular Air,17-01-2014,5.68,3.18,22.0,124.96,2.0,2.5,122.46,3.6,126.05999999999999,257,4,53
5471-1,03-04-2014,High,Wrap Bag,Express Air,05-04-2014,10.23,6.04,43.0,439.89000000000004,3.0,13.2,426.69000000000005,4.68,431.37000000000006,975,1,121
5472-1,04-07-2014,High,Small Pack,Regular Air,06-07-2014,5.98,2.33,10.0,59.800000000000004,10.0,5.98,53.82000000000001,1.49,55.31000000000001,885,3,220
5472-1,04-09-2013,Critical,Small Box,Regular Air,06-09-2013,3.26,1.34,41.0,133.66,4.0,5.35,128.31,1.26,129.57,976,2,81
5472-1,02-09-2013,High,Small Box,Regular Air,03-09-2013,3.26,1.34,9.0,29.339999999999996,0.0,0.0,29.339999999999996,1.86,31.199999999999996,977,3,324
5472-1,29-12-2013,Low,Small Box,Regular Air,30-12-2013,5.98,2.33,30.0,179.4,9.0,16.15,163.25,1.49,164.74,978,3,73
5473-1,13-09-2014,Not Specified,Small Box,Regular Air,17-09-2014,5.68,3.18,8.0,45.44,0.0,0.0,45.44,3.6,49.04,78,3,53
5473-1,07-04-2014,Not Specified,Small Box,Regular Air,07-04-2014,449.99,171.0,15.0,6749.85,0.0,0.0,6749.85,49.0,6798.85,979,1,140
5475-1,04-02-2017,Medium,Small Pack,Regular Air,05-02-2017,162.93,63.54,34.0,5539.62,4.0,221.58,5318.04,19.99,5338.03,980,3,24
5475-1,24-04-2016,Critical,Wrap Bag,Regular Air,26-04-2016,5.98,2.33,18.0,107.64000000000001,6.0,6.46,101.18000000000002,1.49,102.67000000000002,981,4,73
5475-1,02-05-2014,Medium,Small Box,Regular Air,03-05-2014,210.55,126.33,34.0,7158.700000000001,7.0,501.11,6657.590000000001,9.99,6667.580000000001,1,1,163
5476-1,10-12-2014,Medium,Small Box,Express Air,11-12-2014,2.84,1.53,12.0,34.08,4.0,1.36,32.72,0.93,33.65,440,4,146
5476-1,01-05-2014,High,Small Pack,Regular Air,02-05-2014,3.69,1.4,48.0,177.12,2.0,3.54,173.58,0.5,174.08,982,3,12
5476-1,23-12-2013,Not Specified,Small Box,Regular Air,25-12-2013,19.98,13.59,37.0,739.26,3.0,22.18,717.08,4.0,721.08,983,1,69
5476-1,16-03-2013,Not Specified,Small Box,Regular Air,20-03-2013,29.74,20.82,42.0,1249.08,0.0,0.0,1249.08,6.64,1255.72,73,1,197
5476-1,04-12-2014,Not Specified,Wrap Bag,Regular Air,05-12-2014,29.74,20.82,33.0,981.42,6.0,58.89,922.53,6.64,929.17,250,1,197
5476-1,11-08-2013,Medium,Small Box,Regular Air,13-08-2013,2.94,1.18,32.0,94.08,2.0,1.88,92.2,0.81,93.01,469,2,254
5476-1,10-12-2014,High,Small Box,Regular Air,11-12-2014,7.28,2.69,49.0,356.72,0.0,0.0,356.72,11.15,367.87,440,2,6
